投诉编号,投诉品牌,投诉车系,投诉车型,投诉简述,投诉问题,问题类型,投诉日期
20240313193198499897,吉利银河,银河L6,2023款 125km 星舰,买车不到半年，现在新款车增配降价，半年降了3万块钱,其他原因,设计缺陷,2024-03-13
20240313192810055541,五菱汽车,五菱星光,2023款 150 进阶版,就给我来了个电话，啥也没说，就处理完成了？你说怎么样就怎么样了现在？这个中国你说了算？你为了顺应市场的变化你降价跟我有什么关系，你给予质保和车主联系了吗，车主同意了吗？给我打个电话啥也没说就结束了？我贷款你给我还是吗,销售欺诈,变更价格,2024-03-13
20240313192854989949,吉利银河,银河L6,2023款 125km 星舰,我的车在高速上出现失速的状况，当时路上全是大货车，如果不是运气好那会儿没车，人就没了，今天售后跟我谈这个事，说赔偿几次保养，这我是不满意的，车出这种问题我是不敢开了，而且售后说不保证以后还会不会出现这种情况，他说退不了车，就赔偿几次保养，我非常不满意，出现这么严重的故障，我的诉求是退车或者换车，再赔偿我其他损失,发动机,动力消失,2024-03-13
20240313190356511005,江铃,域虎7,2022款 2.0T手动柴油四驱舒享型标轴,2023年11月1日发动机拉缸，更换发动机总成，维修周期一个多月，2024年2月4日再次因为发动机凸轮轴断，导致没有刹车，差点翻下山崖，故又更换第三个发动机总成，,发动机,其他,2024-03-13
20240313183053569956,马自达,马自达3 昂克赛拉,2017款 三厢 1.5L 自动豪华型 国VI,内饰变脆，饼干一样,车身,部件开裂,2024-03-13
20240313181457481015,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,购车半年时间就升级配置并降价2万+，做为老车主无法接受，这还是家里第二台比亚迪，超级寒心，枉费一贯支持比亚迪无法接受。,其他原因,无维修工单,2024-03-13
20240313180997549856,沃尔沃,沃尔沃S60,2023款 B4 智逸豪华版,1、2022年8月29日购车（武汉富融汽车销售服务有限公司），9月5日提车，提车当天车机匹配不上手机（升级）； 2、2022年12月29日第一次武汉富融4S店保养（4500公里）； 3、2023年1月15日车身抖动，乌龟灯亮起（发动机性能下降），第二天景德镇（无4S）拖至九江4S修理（修理时长约十几天），与武汉经销商沟通理赔2次常规保养、发动机延保2年； 4、2023年3月17日，车机账号异常； 5、2023年6月18日，机油提示少一升（与武汉富融汽车经销商协商索赔水晶档把，并观察检测下一个保养周期是否烧机油）； 6、2023年6月26日第二次武汉富融4S店保养（11805公里）； 7、2023年7月6日、8月5日倒车声音异常，车机无声（包含转向灯等辅助灯、期间多次发生该状况）； 8、2024年1月16日武汉富融4S店更换车机模块（无效果，截止今日车机无声问题高频率发生）； 9、2024年3月3日乌龟灯再次亮起（后熄灭）； 10、2024年3月11日乌龟灯再次亮起。 述求：换车或退车,发动机,抖动,2024-03-13
20240313173210048535,岚图汽车,岚图梦想家,2024款 PHEV 超长续航尊贵版,厂家根本就没有联系我，问题也都没有解决，怎么问题能处理完呢？,动力电池及电源管理系统,动力电池组故障,2024-03-13
20240313173198994950,丰田,锋兰达,2022款 2.0L CVT精英版,1.扣押本人纸质合同不给 2.5000公里不到车内方向柱，主副驾座位底生锈 3.买车销售承诺的全车贴膜没有兑现 4.倒车影像头发白故障 5.车内异味太重除不掉 4s店沟的态度不给合同，不兑现车衣，倒车影像要自费，车辆生锈质量问题说是正常，太过霸道本人无法沟通,转向系,锈蚀,2024-03-13
20240313173052485710,岚图汽车,岚图梦想家,2024款 PHEV 超长续航尊贵版,岚图厂家宣传满油满电续航里程1200多公里，可是实际开下来连600公里都开不出来，这是不是很明显的欺骗用户？而且买车不到半年，降价好几万，老百姓半年能挣几个几万？希望厂家给个说法！,电力驱动系统,控制器故障,2024-03-13
20240313171599991001,丰田,RAV4荣放,2021款 2.0L CVT两驱风尚PLUS版,左后门严重生锈掉漆，螺丝钉锈蚀 ，右后门因车祸剐蹭在店内更换后，螺丝钉处掉漆,车身,锈蚀,2024-03-13
20240313170599974810,荣威,荣威RX5 MAX,2019款 300TGI 自动智能座舱豪华版,刚出保才半年多，总行驶里程很少才26000公车里，行驶路况为全铺装路面，出现发动机和变速箱结合部就出现漏油的情况质。保内出现人脸识别摄像头故障，因当时未发网现，出保后才发现。,发动机,其他,2024-03-13
20240313164610054975,领克,领克03,2019款 2.0TD 自动劲Pro版,问题概述：主驾座椅下方风扇盖板掉落，已经历5次维修，仍未解决。 问题详情：之前有在4S店维修过主驾座椅通风，之后座椅通风风扇盖板便不时掉落，直接影响座椅移动以及座椅通风效果，前后共进店维修5次，期间也有换件，盖板至今 固定不住，无法解决以上问题，请车质网跟进并帮助解决。,电气设备,其他,2024-03-13
20240313164310252545,别克,英朗,2019款 18T 自动互联精英型 国VI,发动机涡轮增压油管垫片漏机油！导致车辆发动机下方漏的全是机油 这是出厂的病根 无法根治 只能一次次的更换 买车不到一年的时间就漏过一次。现如今短短光景又漏机油！纳智捷喝汽油！大众烧机油，别克漏机油！！！,发动机,漏机油,2024-03-13
20240313164153534899,极氪,极氪X,2023款 四驱YOU版 4座,我们是做汽车出口的贸易公司，2023.12.31号通过极氪客户订购一台极氪X， 交五千人民币定金（有个协议，写五千定金不可退，但是里面没有约定交付时间），当时说两个星期交付，后面由于工厂缺零件和改款问题一直拖着没有生产出来，到二月底，期间多次催促，不能给与答复具体什么时候可以生产出来，直到2024.1.31号才通知车子生产出来。我们国外买家看我们一再没有按给他说的两个星期生产出来，加上又是第一次的客户，人家觉得我们是骗子，不肯要这台车，极氪那边也不肯退定金。极氪导致我们失去客户信任，损失客户，没有赔偿，还不退定金，纯属流氓，合同也不约定交付时间，导致后面谁还敢定车，他们要是不交车或者几年后才生产出来呢，我们就一直等着吗？？？,承诺不兑现,定（订）金纠纷,2024-03-13
20240313163597999850,别克,君越,2022款 Avenir艾维亚 先享型,燃油模块在问题批次，需要4S店安排更换。经常跑高速，车给不了保障，问4S店好几次，只能等。顾客的生命谁能负责？,发动机,其他,2024-03-13
20240313163453971024,本田,奥德赛,2017款 2.4L 智享版,厂家回复：还是和原来一样的答复，不予更换，该问题属于设计缺陷，请相关部门介入。,发动机,异响,2024-03-13
20240313163150505352,比亚迪,元PLUS,2023款 冠军版 510KM 超越型,购车不到3个月，直接降价13800元。,销售欺诈,变更价格,2024-03-13
20240313163053555197,凯迪拉克,凯迪拉克CT5,2023款 28T 铂金型,厂家自始至终一个电话也没给打进来说具体的解决方案,传动系,异响,2024-03-13
20240313162848555556,吉利银河,银河L7,2023款 1.5T 115km MAX,买车不到半年 直接降价增配 对平民百姓来说，短时间内降价1万多，还出了新春增配包，不是很离谱吗？钱是大风刮来的？买这个车的能有多少富豪？？多少人一个月也就几千工资 你现在搞这出 我必死力争,销售欺诈,变更价格,2024-03-13
20240313162551485498,比亚迪,宋Pro新能源,2023款 冠军版 DM-i 110KM超越型,两个多月的时间车价比买的时候降了8000，然后没有任何声明补偿，难道老车主的权益这么廉价吗？卖了车，就不管后续了？这种行为不是妥妥的诈骗么！,销售欺诈,变更价格,2024-03-13
20240313160549995652,理想汽车,理想L7,2023款 Pro,新车购买一周左右出现智能联网系统出问题，无法联网致使智能系统无法操作，（智能汽车很多功能需要联网才能使用，无法连接网络即大部分功能无法使用）。致电理想后不同意换车，作为消费者我们无奈只能同意拆卸后换模块；经过问题搜索发现理想汽车大多客户存在连接网络有问题，但是新车出现系统模块出问题较严重，作为理想汽车厂家对品控把关不严，致使新车出问题给消费者带来损失，应该给予合理的补偿。（至今也致电理想售后投诉多次无解决，请相关部门协助处理）,电气设备,车载互联故障,2024-03-13
20240313160598534810,雪佛兰,迈锐宝XL,2018款 530T 自动锐逸版,无任何进展,电气设备,其他,2024-03-13
20240313160355535648,丰田,卡罗拉锐放,2023款 双擎 2.0L 先锋版,又显示颗粒捕捉器堵了，无语。上次去4S店自清洁过一次，又出现这个问题，完全是设计问题。,发动机,动力不足,2024-03-13
20240313152299995052,福特,探险者,2020款 EcoBoost 285 四驱风尚版 7座,2024年2月1日06：10左右，在广东韶关大广高速新丰境内，因开启自适应巡航，前方事故有车辆已停车，本车自适应巡航功能失效，车辆未自动减速和制动，导致车辆以130公里/小时的速度追尾前方车辆，造成四车受损，车上主副驾受轻伤。后致电标新4S店将车拖回店内，将本次事故中遇到的自适应巡航功能失效投诉厂家，2月27日厂家来人取走电脑数据，口头告知10个工作日出检测结果，本人多次致电4008877766，只接到厂家一个电话，未解决实际问题。本人诉求：换车，精神赔偿。,制动系,其他,2024-03-13
20240313151810010249,荣威,荣威RX5新能源,2023款 eRX5 超混尊荣版,车机设计反人类，广告欺诈，说好的配置结果没有，OTA升级也是一句空话一年半毫无更新,电气设备,其他,2024-03-13
20240313151057971004,雪佛兰,赛欧,2015款 赛欧3 1.3L 手动理想版,变速箱拨叉螺丝断裂，导致变速箱壳体被打漏，齿轮油漏光，造成行车较大安全隐患，望厂家予以重视，积极解决客户问题。,传动系,漏油,2024-03-13
20240313150755559897,斯柯达,柯珞克,2019款 TSI280 智行优享版 国VI,汽车在正常行驶时发生发动机抖动，而且很严重，然后去邯郸市南环于西环交叉口东行200米的斯柯达4s进行检修，4s店工作人员在经过检查后判定是发动机缺缸造成。但是没有在这家4s点做保养，本车除了第一次保养在4s店，其他保养都是在外进行的保养。以此为理由告知维修需要收费，通过照片能看出来确实是发动机内部结构有问题，应该属于质量问题。本车在正常质保范围，4s应该承担这个义务给本车辆进行正常质保保修。结果协调不下来，故而在贵网站进行投诉。,发动机,抖动,2024-03-13
20240313150155102505,福特,福克斯,2019款 三厢 EcoBoost 180 自动ST Line,福克斯2019款EcoBoost180自动STLine三厢，6万3千公里发动机渗油，长安福特赠送延保2年/10万公里，自2019年5月24日车辆注册时间起算，即3年+2年延保，现车辆仍在质保期内，前往4S店检修，仅简单进行清理，未见维修及其他故障原因结论，现要求厂家兑现《长安福特发动机延保2年/10万公里》承诺，对发动机渗油问题进行处理。,发动机,漏机油,2024-03-13
20240313145055485249,奔驰,奔驰GLB,2023款 GLB 220 动感型,常见没有进行处理，不承认车辆质量问题,车身,其他,2024-03-13
20240313144056975455,奔驰,奔驰GLB,2023款 GLB 220 动感型,1、本人2023年于9月15日购买奔驰GIB车型，提车后就出现主副驾驶两侧车窗玻璃玻璃竖条划痕且无法彻底清除，频繁出现 2、根据其它车友反馈也有这种情况，此问题为该车型设计缺陷 3、奔驰4S店推脱为车窗机构有沙子，拒绝进行质保,车身,其他,2024-03-13
20240313142655495052,别克,君威,2017款 20T 豪华型,对于你们的邀约客户进站很失望，3月11号进店给你们检查，到现在都没有一个官方明确的解决方案，这么大个厂商，做事踢皮球好玩吗。,电气设备,车灯进水,2024-03-13
20240313141552100505,奥迪,奥迪A4L,2022款 40 TFSI 时尚动感型,变速箱3降2异响顿挫 换挡打滑,传动系,顿挫,2024-03-13
20240313140157519754,别克,君威,2020款 552T 精英型,于2020年12月份在安徽惠风汽车销售有限公司购买了别克君威1.5T轿车（车架号LSGZR535XMH026926），购买后一直在该4S店进行保养。同时，在该车辆使用中我们均为日常家用，使用期间并未发生重大交通事故致车辆受损。但在2024年2月29日一次正常驾驶中突然出现了发动机故障显示灯，经与该4s店工作人员联系后，将该车于3月3日送去维修，本次维修是更换油泵。经过2天左右时间后，该车再次出现发动机故障显示灯。3月9日再次送去维修，本次维修为更换电池，但过了2天左右时间后，该车再次出现发动机故障显示灯。,发动机,故障灯亮,2024-03-13
20240313133399485652,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,投诉比亚迪生产的2021款唐Dmi112KM尊贵版车型存在严重的质量问题，从2021年9月买车到现在，一直在因为质量问题去修车，质量问题严重，4S店处理客户投诉抱怨的时候使用带威胁性语气。以下是具体的维修项目： 1：2021年9月28日提车，10月3号就出现仪表盘花屏，检查后告知质量问题更换新的配件。 2：提车后未满3个月，汽车左前门音响破音，检查后更换音响问题未得到解决。 3：2022年5月，动力电池被告知召回，质量问题。该时间段其他地区多次发生该车型自燃事故，属于严重质量问题，危机车主安全。 4：2023年3月，再次被告知电池需要维修，再次进行维修，并未告知此次维修目的，质量问题对客户隐瞒，欺骗消费者。 5：2023年，具体记不起几月了，车辆无法进行充电，多次到多家4S店进行检查，均未得到解决，因同期其他客户同类问题之后才得已解决。 6：2022年，具体时间已记不清，车辆右前门异响严重，多次到多家4S店进行检查，均未得到解决。 7：2023年，全车异响，更换全车胶条，问题未得到解决。 8：2024年3月，因23年问题未解决，这次被告知需更换天窗骨架，需拆车顶。,动力电池及电源管理系统,动力电池组故障,2024-03-13
20240313132910149551,宝马,宝马X3,2022款 改款 xDrive25i M运动套装,自20231217起车辆反复故障打不着，两次拖至4S店都没有给出检测报告，说排气管没有排水孔冬季积水排不出去冻住了，反复出现了五次这样的情况，一整个冬天不能正常用车，给我的生活造成很大困扰，购车时隐瞒了这一事实，没有人告诉我这一缺陷，出现了故障，4S店处理投诉非常不积极，厂家与4S店踢皮球，厂家说售后是4S店处理已记录告知，4S店说车辆不是他们生产的，可以找媒体电视曝光，态度问题非常严重，拖了三个月了始终没有人管。,服务态度,不解决问题,2024-03-13
20240313130999564899,大众,ID.4 CROZZ,2022款 长续航PRO版,四条固特异轮胎都有起皮现象，尤其司机一侧（左后）胎非常严重，轮胎外侧表皮明显大面积脱落。,轮胎和车轮,起皮,2024-03-13
20240313125554525557,哈弗,哈弗H4,2018款 红标 1.5GDIT DCT风尚型,因产品设计缺陷导致天窗排水管进入副驾驶室【质保期进行车辆保养时被4s店告知天窗排水管设计存在缺陷进行召回维修 具体维修细节未知】副驾驶室被水浸泡 工作台支 架锈蚀 与4S店和厂家沟通均已车辆已出保质期拒绝免费维修 本人认为故障系厂家产品缺陷导致并且4S店质保期内召回维修问题并未得到改善 希望厂家免费进行维修 1.更换天窗排水管 2.修复工作台支架锈蚀 3.检测副驾驶室线路,车身,漏水,2024-03-13
20240313125150101100,雪佛兰,畅巡,2022款 星享版 Plus,没有后续,电力驱动系统,动力中断,2024-03-13
20240313123897995257,丰田,皇冠,2005款 3.0L Royal Saloon,一再确认为原厂配件经销商却以各种理由推脱，同期产品仪表台也有类似的破损缩皮并不是个例，有修补过并不代表不是原厂，有修补也正是因为破损才修补，经销商在没有实质性证据证明不是原厂皮的的情况下以不是原厂皮不在售后保障范围内拒绝更换。,电气设备,其他,2024-03-13
20240313122010099504,大众,帕萨特新能源,2020款 430PHEV 混动豪华版 国VI,发动机故障灯亮，冷车怠速高，影响使用，之前检修过没有处理，至今没有解决。,发动机,怠速不稳,2024-03-13
20240313115756544854,本田,本田XR-V,2020款 1.5L CVT经典版,发动机漏机油，严重损害消费者合法权益，厂家不承担责任，以车辆过保为由，拒绝承担车辆漏机油责任，属于霸王条款，店大欺客行为。,发动机,漏机油,2024-03-13
20240313113352991015,丰田,RAV4荣放,2020款 2.0L CVT两驱都市版,未收到任何短信和电话,车身,锈蚀,2024-03-13
20240313111954515798,丰田,卡罗拉,2023款 1.8L 智能电混双擎 先锋版,提示排气过滤器堵塞,发动机,其他,2024-03-13
20240313111751481014,本田,冠道,2020款 240TURBO 两驱舒享版,车辆在无剐蹭磕碰的情况下4个轮毂均出现氧化现场，希望能进行索赔更换。质量问题严重，4S采用不负责任的态度回复，说是地域原因，请问其他品牌或本田其他型号车辆为什么没出现这种问题，对客户不负责任的态度令人心寒，本田品牌早已不是已经的本田。,轮胎和车轮,轮毂腐蚀,2024-03-13
20240313111454575455,日产,轩逸,2019款 1.6XE CVT舒适版 国VI,2019年12月15号购买，厂家承诺整车5年保修，24年3月7号发现车顶油漆龟裂，脱落，有些地方生锈，只有车顶出现这个情况，其他地方没有，3月9号开到4S店，他们一会说油漆保修1年，一会说油漆保修2年，一会说是车辆行驶中小石子崩的，又说是什么油滴上去，又说像火烧的，又说是电焊渣掉上去造成的，各种借口推脱，不给免费保修,车身,车漆脱落,2024-03-13
20240313111398999898,比亚迪,比亚迪e2,2020款 升级版 高续航版 豪华型,购买时销售信誓旦旦承诺比亚迪是真续航不缩水，冬天七折没问题，购买后当年开始续航缩水，销售说是冬天原因及初次开电车不适应，等到夏天就好了。起初我对他们的解释也是深信质不疑，但后续我和朋友聊起续航的事，他们都在正常范围内，夏天九折以上，冬天六折吧。 在威马汽车出现事故后，车机系统进行了唯一的一次更新。结果就是充电时长从最初的6个多小时，到现在只充4个多小时。当时4S店的解释是为了保护电池。现在想想根本就是锁电而非保护电池。此后续航再次减少，标称405续航的车，夏天不到300公里，冬天150公里吧。 后来实在忍受不了130公里的续航了就在4S店做满充满放检查，技术人员开始说一些官方话术，冬天原因、电池长期使用有衰减了、开车技术等原因，我直接否认这些理由（我开过四五辆电车了、电池是新更换的），4S店又说那我再看看吧，结果第二天就告知可以更换新的电池包。更换完原厂47.3度的新电池后，还是只能充36度多电，不开空调只有5-6折续航，开空调4折，4s店把数据传回去，厂家却说没有任何问题。那请正面回答：是电池非全新（只能充36度），还是锁电了只允许充36度。,动力电池及电源管理系统,续航里程不准,2024-03-13
20240313105050489898,林肯,领航员,2019款 3.5T 尊耀版 国VI,车辆低速行驶过程中会顿挫，后经检查属变速箱质量问题，在低速行驶过程中会直接从一档跳到四档，从购新车以来一直在4s店保养，现在4S店说只能更换变速箱总成，要求我承担百分之三十费用，并加5000元工时费用，个人认为该车属质量问题，可以承把工时费用,传动系,顿挫,2024-03-13
20240313104698979949,比亚迪,唐新能源,2023款 DM-i 冠军版 112KM 尊享型,不到2个月价格下降4万，同时配置还提高了，贷款还的没降价快！买车时候的优惠少的可怜，短短一个多月就大幅跳水，同样价格可以买到配置更高，续航更长的车型！这种行为是对消费者权益的严重损害，是对整个汽车市场公平竞争的损害，不能容忍以损害消费者权益换得厂家销量的行为！强烈要求对老车主进行经济补偿！,其他原因,召回方案不合理,2024-03-13
20240313104110156494,腾势,腾势D9,2022款 DM-i 970 四驱旗舰型,1)2023年2月第一次订车时，宣传的车载冰车箱，在实际使用过程中制冷效果极差 2)方向盘、质中控台的触摸按键，在实际使用过程中经常误网触，极易发生安全隐患 3)综合行使里程不论纯电或者是油电混合续航，均达不到厂家宣称的、仪表盘显示的标准上述三个问题中，前两个问题在24款新车上得到了改进，从侧面证明相关方面确实存在问题。第三个续航里程问题，请参照广大用户实际测试数据。,动力电池及电源管理系统,续航里程不准,2024-03-13
20240313102710050101,比亚迪,汉,2023款 DM-i 冠军版 200KM 旗舰型,1.降价增配2.点烟器正常使用下损坏,车身,其他,2024-03-13
20240313101398519752,斯柯达,柯迪亚克,2018款 TSI380 7座四驱旗舰版,2021年06月，在无任何碰触下大灯损坏（在无任何碰触下，左大灯损坏：不自检、高度不能调节、近光灯照射距离约15m。）,电气设备,车灯不亮,2024-03-13
20240313100648545798,本田,本田CR-V,2021款 240TURBO CVT两驱风尚版,4s店前期无法协调沟通，目前仍无厂家介入处理！,发动机,故障灯亮,2024-03-13
20240313100610151495,大众,ID.4 CROZZ,2021款 长续航PRO两驱版,从买车开始，几乎一个月要去4S店两三次，先后换过右前门门锁，右前门拉手（拉不开车门）；右后阅读灯（行驶中无故亮起），右前后视镜（折叠后不回位），方向机（异响），网络信号控制器更是更换了3个（无网络更换），因为抛锚更换了一个网关（放到店内1周多），驱动电机（异响），右后减震器（异响更换），娱乐系统主机（黑屏重启更换），刹车助力系统（踩刹车踏板异响）等，2年来光索赔记录就有10多次。右前后都有异常响声，尤其是右后的异响一直没有解决。右前异响订了配件，还没有去更换；泊车雷达偶尔不显示和360系统偶尔也不显示图像（未解决）；娱乐主机也偶尔出现黑屏重启现象（未解决）；辅助驾驶系统报警（未解决）。每次出现问题都要跑2、3次才能确定问题，现要求对车辆故障进行彻底处理，延长车辆整车的保修。,电力驱动系统,电机异响,2024-03-13
20240313100457505056,起亚,起亚K3,2019款 1.5L CVT智享互联版,没有任何处理和调查措施，对于厂家给出的理由不认可，回答的太过于敷衍,电气设备,其他,2024-03-13
20240313100454561015,捷达,捷达VS5,2022款 280TSI 自动高光悦享型,轮胎有小裂纹,轮胎和车轮,其他,2024-03-13
20240313095848535057,smart,smart精灵#1,2024款 Premium版,2024年2月多次到smart门店欲购买精灵一号汽车，被告知210900是最优惠价格。通过永达汽车经销商在上海市虹口区瑞虹天地星星堂smart展厅购买了该车，于2月20日在其浦东金桥交付中心全额支付了费用。在我还没有提车的情况下，3月1日被smart其他销售告知，我购买的汽车降价了1到2万元。作为工薪阶层的老百姓，对于还没有拿到车摸到方向盘的情况下就降价是非常气氛的！3月1日起多次致电永达汽车客服永远被告知为我反馈，3天内回复但至今没有一个回复，对经销商这种恶劣的服务态度，还请介入帮忙维权，谢谢,销售欺诈,变更价格,2024-03-13
20240313094357511021,哈弗,哈弗H6,2023款 国潮版 1.5T 自动冠军版,售后修不好车辆防碰撞系统！2月21日第一次去4s店做保养，提出我车辆的防碰撞系统出了问题。检测一下午查出有干扰，修了五六个小时没弄好。说我车辆没有这个功能。后我回去咨询销售，销售放假不在，2月25日再次跟销售一起前往售后部门，销售明确说有这个功能，检测四五个小时，说可试模块坏了。防碰撞也亮起了故障灯。（之前未亮灯一切正常就是功能缺失。）说要等配件。回去等了四五天，后面到了，3月4日下午过去说时间不够要很久。 3月7日过去用了两三个小时更换了可试模块。防碰撞系统依旧没有。跟我解释是触发需要很多条件。没有那么简单，可是销售发过试驾车速度达到六十就能触发防碰撞警报。我的车之前也是有这个功能的，自己开了这么久怎么可能不知道，就是去4s店前两天这个功能没了。才去咨询。现在就是这样，修不好，到底是车的问题还是人的问题。销售挺热心，维修车都不懂！,电气设备,其他,2024-03-13
20240313092750494949,福田,奥铃CTS,2016款 科技版 国V,新年第一个活签完运输协议怀着兴奋的心情到心目中信任的福田品牌到大庆4S福田奥铃M卡店全款购买新车，在大庆4S商家引导下按期要求全款缴费同时其它办理手续，近晚上时候司机将车同城开回家，次日早起车准备去装饰但发现车辆有异响，本以为新车不可能有故障怀疑自己听觉感知异常，随机几次启动路试问题依旧，找邻里几个专业司机师傅试车确认有故障，冷静想一想还是得解决否则无法去干活耽误每天的收益不说还得违约运输协议给人家赔偿，到4S店维修师傅告知所有车都有就这样，如何解决没办法，问老板不在无人负责处理无奈返回，次日再次去换一师傅说确实故障给换一个变速器大总成，但不确认换后是否故障解决，可能还是这样。再三央求同意处理，等待发货。刚开回家又发现转向系统出现毛病，，，新车实在没办法是用，打电话福田客服热线4008199199受理后无回复。刚买新车不到1个月2000Km内出现大总成故障，影响购车使用要求退车补偿或延长质保赔偿车辆不能正常使用所造成的经济损失。,传动系,异响,2024-03-13
20240313092255565610,丰田,亚洲龙,2022款 2.0L 进取版,不接受厂家建议。 我于2023年3月17日购买一汽丰田2022款亚洲龙2.0L进取版乘用车（车辆出厂未配置倒车雷达）。车辆着车，将档位挂入R档后，倒车蜂鸣器持续鸣音，对驾驶员心理及生理造成影响，有碍驾驶员安全驾驶。经咨询汽车经销商，表示厂家目前故障解决方案中无相关措施法改变现状。本人认为此为产品质量缺陷，有车辆行使安全隐患。希望厂家召回维修。,电气设备,其他,2024-03-13
20240313091999565597,长安欧尚,长安欧尚X5,2021款 1.5T DCT豪华型,于2023年7月经长安4S店检查发现发动机漏油，后经两次4S店维修。问题未解决。,发动机,漏机油,2024-03-13
20240313091650985210,比亚迪,唐新能源,2023款 DM-i 冠军版 112KM 尊荣型,才买车几个月比亚迪厂家就降价3万，严重扰乱市场，收割人民群众，厂家品控不严格，本车出现abs故障灯亮、座椅损坏等故障，要求比亚迪厂家作出补偿。,转向系,故障灯亮,2024-03-13
20240313084350505550,极氪,极氪007,2024款 四驱版 100kWh,极氪007配置单上明确写明带前排座椅通风，提车后发现座椅通风只有靠背有，坐垫没有通风。而且开启通风后，车机系统显示坐垫、靠背均为蓝色通风状态，实则只有靠背带通风功能，令消费者认为座椅通风包含坐垫及靠背，且上市时间在冬季，消费者体验时基本不会打开座椅通风，就算打开，隔着冬装也无法感受到具体效果。厂家这是恶意简配并故意隐瞒，欺诈消费者。,销售欺诈,与宣传不符,2024-03-13
20240313083510257571,哈弗,哈弗H6,2021款 第三代 1.5T 自动两驱Max,没有反馈处置,附加设备,其他,2024-03-13
20240313083457551021,别克,别克GL8,2020款 陆上公务舱 652T 尊贵型,未收到4S店或者厂家电话，未收到邀约进站消息，汽车三元催化器质量有问题，厂家逃避责任！,发动机,故障灯亮,2024-03-13
20240313075551491005,五菱汽车,五菱荣光新卡,2023款 1.5L双排加长版标准型LAR,车身多处生锈严重,车身,锈蚀,2024-03-13
20240313075448985451,宝马,宝马5系,2021款 525Li M运动套装,在我按厂家要求，在质保期内提交后羊角问题视频后，后羊角预约更换解决问题。但并没有解决同时提交的互联驾驶账户不能自动识别，火花塞有机油，副驾驶前氛围灯不均匀（以上4个问题都是在质保期内向厂家提交的）。厂家在与我联系知晓这三个问题的情况下，选择视而不见，根本不解决，也没有再后续联系我协商解决。,悬架系,异响,2024-03-13
20240313073755485554,吉利汽车,帝豪GL,2017款 1.8L 手动精英型,汽车底盘都锈投了,悬架系,锈蚀,2024-03-13
20240313011198974910,福特,福睿斯,2015款 1.5L 自动舒适型,行驶中ABS、气囊灯常亮、偶尔消失，发动机故障灯偶尔亮起，扳手灯亮起时动力缺失、轻、深踩油门转速高、没动力，车窗外的装饰条交质熔胶易粘衣服、不易洗掉，副驾驶储物箱里面的线路偶尔让仪表盘断电，这车的质量非常影响驾驶人员的安全。,气囊和安全带,故障灯亮,2024-03-13
20240313010751515356,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,2023年购买的宋plusdmi经常在电量充足的EV模式下低速或者停下时，发动机会自动启动介入，随着油量也在减少，电池里程并未增加。这种情况在加油后、充电后、hev模式使用不久后或者正常使用过程都会发生，每次发生持续的时间可以长达10分钟以上，这种由于功能转换缺陷造成了车主的油耗损失（已录有多次自启动耗油视频为证）。 比亚迪由于其设计缺陷和质量问题，为减成本，不顾车主意愿，私自修改策略，依赖发动机频繁自启动烧油来满足排放目标，用车主的损失来为其缺陷行为买单，同时发动机的自启动无意义运行，加快了官方规定发动机保养速度，又给车主造成损失。 比亚迪方面接到问题反馈，只是苍白无力、毫无说服力的解释，毫无解决问题的诚意和实质效果，之后就采取冷处理方式，想淡化自身问题，枉顾车主利益，一直到现在，发动机会自动启动偷油都还一直存在，没有得到任何方式的解决。,发动机,其他,2024-03-13
20240312232397569997,岚图汽车,岚图梦想家,2024款 PHEV 超长续航尊贵版,厂家宣传满油满电续航1200多公里，从新车到现在行驶了一万多公里，满油满电从来没行驶超过七百公里，厂家存在严重的虚假宣传，冬天开空调的话纯电续航行驶不超过一百公里，满油满电续航不超过六百公里！,动力电池及电源管理系统,动力电池组故障,2024-03-12
20240312225510298495,奇瑞,瑞虎8 PLUS,2022款 290TGDI DCT豪情版+,1200-1500转速内车身、方向盘、加油踏板抖动，在缓上坡轻踩油门和升档降转速时最明显。去4S店相关人员说是正常，未解决问题。,传动系,抖动,2024-03-12
